Date,"VASP","cp2k","Gromacs","CASTEP","DL_POLY","NAMD","Unified Model","MITgcm","WRF","ONETEP","ChemShell","CRYSTAL","NWChem","GAMESS","Fluidity","NEMO","Quantum Espresso","Molpro","SENGA","Amber","LAMMPS","GS2","CASINO","incompact3d","HemeLB","OpenFOAM","SimVascular","Code_Saturne","HiPSTAR","EPOCH","FVCOM","Oasis","DL_MESO","CHROMA","Cray Testing","ELMFIRE","HYDRA","NECI","Nektar++","PDNS3D","SIESTA","USCNS3D","ptau3d","LS-DYNA","PRECISE","GPAW","Python","FHI aims","CloverLeaf","B2-EIRENE","flow_main","ABINIT"
"2014-12-19 00:00:00",7410,2521,5096,1679,128,3563,3186,204,36,0,10,436,0,616,0,5753,792,0,0,152,2124,3561,13824,707,0,424,0,78,876,1320,285,11066,133,0,0,0,2483,0,4896,843,0,0,0,9152,0,200,443,610,0,244,96,0
"2014-12-20 00:00:00",10502,3614,5490,4047,204,1385,1736,106,0,440,0,420,0,414,0,3923,729,0,0,40,2059,9299,768,446,0,824,0,78,1764,1720,0,11968,0,0,0,0,3560,20,5328,3336,0,1792,1792,1664,0,0,248,575,0,48,60,0
"2014-12-21 00:00:00",6469,4146,5002,5058,960,1662,1692,85,0,1522,0,220,16,0,0,6112,1072,0,0,472,2623,9626,0,390,0,1082,0,156,1804,0,0,12062,0,0,0,0,3260,0,3920,6098,0,768,768,2304,0,0,296,398,0,0,0,0
"2014-12-22 00:00:00",7030,7096,5174,6797,136,1104,1748,85,52,5370,0,0,256,0,0,8150,982,0,0,404,3380,1760,512,0,0,1305,0,955,2186,0,0,10548,0,0,0,0,4210,8,2384,1734,0,768,768,2240,0,0,276,0,0,0,108,0
"2014-12-23 00:00:00",8158,5052,4968,5211,576,1773,1784,102,88,3871,0,0,116,0,0,7046,1122,0,0,80,3888,0,1792,0,0,975,0,729,2847,0,0,10294,0,0,0,0,3150,717,732,2112,0,768,768,2048,4,0,250,0,0,0,36,0
"2014-12-24 00:00:00",4496,3403,3707,3794,539,1785,1246,122,32,571,0,360,12,0,0,5842,304,0,0,0,981,0,0,0,0,1140,0,75,2832,0,0,5550,0,0,0,0,1160,443,24,0,0,0,0,16384,2310,0,308,0,0,0,72,0
"2014-12-25 00:00:00",8591,3227,2787,3788,308,2393,1292,102,0,344,0,140,0,0,0,4362,100,0,0,80,2433,0,6656,258,0,343,0,0,6999,0,0,10994,0,0,0,0,570,16,0,672,0,1792,1792,2048,0,0,381,0,0,0,204,0
"2014-12-26 00:00:00",11407,2048,2782,5139,20,3128,1523,0,0,1342,0,496,0,0,0,5752,150,0,0,96,3914,0,6656,0,0,215,0,0,5984,0,0,11940,154,0,0,0,1140,0,2176,1656,0,768,768,3520,0,180,478,0,0,0,204,0
"2014-12-27 00:00:00",9544,1537,2636,2951,264,2353,923,0,0,852,0,1152,0,0,0,4172,1611,0,0,0,688,0,7936,0,0,235,0,0,2143,0,0,6796,0,0,0,0,1140,50,1868,840,0,768,768,2176,0,0,203,0,0,0,168,0
"2014-12-28 00:00:00",5320,1626,4280,2286,240,1318,662,0,0,331,0,640,0,0,0,6886,86,0,0,0,1499,0,3072,160,0,95,0,0,176,0,0,4684,0,0,0,0,970,0,1548,14,0,0,0,0,0,0,192,0,0,0,0,0
"2014-12-29 00:00:00",5713,1581,4168,2928,0,1861,827,60,0,740,0,128,0,0,0,3340,45,0,0,0,4455,0,7168,380,0,500,0,0,2852,0,0,11710,22,0,0,0,1625,100,3828,63,0,768,768,0,0,0,306,0,0,0,168,0
"2014-12-30 00:00:00",4652,1168,2556,1892,32,1797,1844,0,0,1054,0,0,172,0,0,7976,366,0,0,24,3146,0,0,360,0,950,0,355,2916,0,0,9912,0,0,0,0,820,0,5654,204,0,0,0,0,0,0,417,0,0,0,84,0
"2014-12-31 00:00:00",7294,1134,2188,1408,18,1910,987,258,0,1038,0,0,160,0,0,2966,816,0,0,96,2471,0,0,372,0,916,0,640,1975,0,2,5176,99,0,0,0,1210,150,1088,1153,0,768,768,0,0,0,1133,0,0,0,12,0
"2015-01-01 00:00:00",11020,1480,1052,2145,0,1617,678,301,0,192,0,80,112,0,0,6346,1908,0,0,64,528,0,0,0,0,1062,0,520,2942,0,101,7662,171,0,0,0,905,0,3072,2863,0,1024,1024,0,0,0,252,64,0,0,0,0
"2015-01-02 00:00:00",7637,961,2797,2769,0,1712,692,0,0,134,0,555,68,24,0,3402,803,0,0,136,1010,0,0,0,0,962,0,400,7693,0,0,9574,90,0,0,0,1245,0,4096,2361,0,4352,4352,0,0,0,208,284,0,0,0,0
"2015-01-03 00:00:00",9654,3001,3883,2825,8,2159,846,6,0,200,0,42,88,28,0,4728,688,0,0,152,1247,0,0,0,0,830,0,560,1913,0,0,10468,342,0,0,0,525,50,288,4017,0,6144,6144,0,0,0,237,520,0,0,0,0
"2015-01-04 00:00:00",9220,2534,4786,3463,0,1161,598,84,0,2148,0,105,0,14,0,5704,2466,0,0,96,700,0,0,0,0,763,0,600,6942,0,0,11278,360,0,0,0,2660,200,324,3621,0,3584,3584,0,0,0,249,616,0,0,0,0
"2015-01-05 00:00:00",8951,1225,5531,5354,30,2099,1002,287,0,2815,0,811,0,60,0,4061,4478,0,36,0,2443,0,0,0,0,289,0,720,4438,0,0,11784,414,0,0,0,4701,408,54,7536,0,512,512,64,0,0,276,294,0,0,0,0
"2015-01-06 00:00:00",11983,2060,6281,6243,336,2170,1333,209,20,2563,220,399,36,40,0,833,1626,0,24,0,1232,0,0,0,0,80,0,840,3464,8750,60,10584,2199,0,0,0,4995,686,890,1680,0,0,0,0,0,0,269,626,0,0,216,0
"2015-01-07 00:00:00",12567,3091,4277,6789,491,2431,1352,760,30,3558,308,25,185,64,0,7219,1355,0,0,0,1361,4,90,0,0,225,0,520,3854,600,0,10944,2199,0,0,0,5745,150,1624,1460,0,0,0,0,0,0,273,110,0,60,0,0
"2015-01-08 00:00:00",8025,2315,3264,2780,86,769,781,481,20,1352,66,232,0,60,0,3306,1345,0,0,0,671,0,3280,0,0,716,0,4,2884,1260,0,5712,1761,0,0,0,7160,0,1536,343,0,0,0,0,0,0,235,31,0,732,72,0
"2015-01-09 00:00:00",13810,5095,4156,1140,307,402,1535,113,54,944,66,288,58,72,0,5229,1144,0,0,0,824,0,9592,0,0,1378,0,236,3918,660,0,9056,968,0,0,0,2900,0,0,2414,0,1536,1536,64,0,0,319,157,0,1848,108,0
"2015-01-10 00:00:00",9844,4712,8442,1645,108,943,1007,311,8,696,0,640,83,56,0,1408,3571,0,0,144,602,0,1280,0,0,2099,0,72,8877,0,0,7216,925,0,0,0,2265,26,72,1528,0,4608,4608,0,0,0,280,135,0,1680,36,0
"2015-01-11 00:00:00",4590,3256,5881,1712,167,1305,502,86,0,1746,0,128,36,38,0,0,2456,0,0,32,866,171,0,230,0,1666,0,84,5477,0,0,11152,264,0,0,0,1520,456,0,1659,0,5632,5632,0,0,20,256,24,0,0,48,0
"2015-01-12 00:00:00",10195,3746,7929,902,427,1794,1312,553,0,1070,110,278,75,32,0,1296,999,0,52,0,626,171,0,425,0,1474,0,99,2796,540,0,9168,1210,0,0,0,1080,2,0,0,0,3584,3584,192,0,800,997,160,0,80,508,0
"2015-01-13 00:00:00",9761,6063,8714,1478,697,4243,2182,948,14,776,132,533,50,34,0,3458,734,0,140,0,720,0,128,370,0,1653,0,0,2879,6400,1,10720,1276,0,0,0,1300,238,0,5371,0,0,0,0,0,520,713,301,0,200,1696,0
"2015-01-14 00:00:00",1323,58,448,74,20,242,219,129,0,0,0,126,0,0,0,2658,448,0,12,0,164,0,0,0,0,168,0,42,0,1600,0,432,264,0,0,0,270,0,0,4656,0,0,0,0,0,0,0,8,0,0,96,0
"2015-01-15 00:00:00",6494,2369,4499,1107,314,128,2312,470,8,24,44,427,450,0,0,7432,976,0,8,0,1516,0,5936,115,0,995,0,57,972,320,140,7888,528,0,0,0,2470,13,0,1053,112,0,0,0,0,80,154,92,0,2352,512,0
"2015-01-16 00:00:00",10533,4489,6336,4430,645,1276,2563,668,12,1072,66,1221,828,12,0,3618,1401,0,116,488,1626,0,7632,490,0,1584,0,229,2531,40,84,10160,748,0,0,0,2150,0,0,1050,0,1536,1536,192,0,0,247,204,0,2376,32,2
"2015-01-17 00:00:00",8239,4588,5428,2294,70,2837,1528,436,288,1655,0,72,491,26,0,13162,1641,0,104,26,1049,0,6996,610,0,2064,0,179,1897,240,0,11184,88,0,0,0,1365,0,0,675,0,2560,2560,64,0,0,364,260,0,5544,0,32
"2015-01-18 00:00:00",5159,3175,6817,1541,327,455,846,60,182,724,0,601,100,10,0,2526,1565,0,52,0,972,0,7632,595,0,1364,0,0,4136,0,0,7504,0,0,0,0,300,0,0,3672,0,1536,1536,320,0,0,2717,434,0,0,224,0
"2015-01-19 00:00:00",10303,3946,9228,2457,331,2616,3722,504,452,195,88,1060,44,32,0,8060,1682,0,120,1032,2037,3,0,770,0,2034,0,40,954,0,0,5984,6,0,0,0,1290,288,0,592,0,0,0,292,0,0,690,850,0,0,1376,0
"2015-01-20 00:00:00",8691,5045,6183,4409,348,2530,2789,743,112,2726,44,836,66,24,0,7054,1137,0,80,0,1858,0,128,655,192,1208,0,3,1186,80,0,5808,90,0,576,0,195,448,80,5064,0,0,0,384,0,0,1255,270,0,0,576,0
"2015-01-21 00:00:00",9526,4660,5090,4271,399,516,4402,945,56,1243,44,1610,104,20,0,3131,704,0,96,0,2961,0,640,420,1728,1355,0,120,406,1860,60,4352,48,0,384,0,1355,161,2177,3199,72,0,0,1792,960,0,90,576,0,0,160,6
"2015-01-22 00:00:00",12066,4319,4574,5016,331,1166,4013,201,128,2689,132,1525,112,0,0,3624,569,0,146,587,3805,345,128,80,0,1428,0,9,1476,1706,0,5328,48,0,0,0,1435,600,3920,2760,96,2560,2560,3328,20,0,49,616,0,96,384,15
"2015-01-23 00:00:00",6689,3068,3231,2237,335,1180,3709,319,100,1349,110,1978,55,0,0,3129,1530,0,24,364,777,86,0,160,0,1467,0,18,688,6,0,4944,0,0,0,0,1070,453,3714,2832,40,2560,2560,3776,20,0,28,1078,0,48,288,60
"2015-01-24 00:00:00",2782,1624,1280,668,51,676,3337,63,0,320,0,430,0,0,0,714,600,0,64,0,206,0,0,0,0,562,0,15,424,0,0,2672,0,0,0,0,0,5,1430,1520,236,3584,3584,3072,0,0,0,196,0,0,0,0
"2015-01-25 00:00:00",7589,3133,2719,1014,225,1754,721,137,0,720,0,427,0,0,0,510,1912,0,24,0,669,0,0,210,0,687,0,21,776,0,0,6464,0,0,0,0,30,36,2900,4128,0,7680,7680,2752,0,0,0,499,0,0,0,0
"2015-01-26 00:00:00",10691,5281,2003,1977,667,2122,3676,1641,40,2548,44,708,96,0,0,1962,2495,0,168,0,3460,176,0,0,0,1775,0,0,1024,0,110,6328,0,0,0,0,990,0,4177,2328,0,2560,2560,4864,870,24,538,324,0,216,0,121
"2015-01-27 00:00:00",9966,5029,2265,1878,1042,2784,2442,1519,188,6209,22,968,62,0,0,4567,1733,0,100,0,3082,1276,0,60,0,1476,0,9,1078,0,220,5656,0,0,0,0,505,0,3256,5820,0,2560,2560,12416,10,24,25,214,0,396,0,10
"2015-01-28 00:00:00",6483,9260,6472,1914,696,3571,3407,247,320,5241,0,888,29,0,0,3972,365,0,66,310,1887,1759,0,273,16,1290,0,3,1973,6,130,4928,0,0,0,0,60,18,1662,6600,0,0,0,11520,20,292,357,178,0,1548,1104,10
"2015-01-29 00:00:00",12820,8352,6820,2395,989,4384,5789,305,1345,5189,0,886,50,0,0,5226,555,0,120,1090,1638,1496,0,296,0,1971,0,1165,4261,0,100,1368,60,0,0,0,240,168,1561,1406,0,1536,1536,768,0,700,884,168,0,5670,2096,14
"2015-01-30 00:00:00",19126,8868,5104,3354,323,6847,9448,499,3767,3366,198,534,332,48,0,3190,1816,0,108,0,1809,1188,0,451,0,2094,0,1190,3276,126,220,120,420,0,0,0,400,374,2752,1846,0,0,0,1024,0,540,555,217,0,5940,1552,11
"2015-01-31 00:00:00",14559,6430,4427,2715,158,4730,4112,567,2681,2386,44,884,362,296,0,1357,3954,0,60,0,2581,330,0,0,0,1497,0,2,6930,0,140,120,20,0,0,0,1130,136,2432,6756,0,0,0,0,0,240,250,232,0,2970,1168,55
"2015-02-01 00:00:00",10669,3045,2323,1098,194,1514,2081,214,1277,0,0,288,578,156,0,2864,854,0,56,0,1750,22,0,258,0,1614,0,6,3103,0,0,0,0,0,0,0,1660,0,1184,4480,0,512,512,0,0,0,0,33,0,0,144,0
"2015-02-02 00:00:00",13965,4584,2572,2474,294,1646,2351,153,1496,398,0,224,500,108,0,4373,236,0,84,0,2377,110,0,694,0,1187,0,3,1605,0,0,0,0,0,0,0,520,35,108,2328,0,3840,3840,0,0,0,10,82,0,1080,352,0
"2015-02-03 00:00:00",19859,4736,4505,6973,570,2368,4763,102,3126,566,172,2298,416,32,0,2686,556,0,120,264,3491,0,0,716,2304,1139,0,119,3136,80,110,1360,0,0,0,0,1995,683,278,3960,0,512,512,0,200,520,1590,36,0,5670,1792,0
"2015-02-04 00:00:00",20892,4803,3991,5499,336,3797,3621,150,2173,396,696,1632,1055,0,0,472,232,0,12,316,8106,0,192,1370,0,1252,0,483,2261,40,0,3416,0,0,0,0,3810,689,3900,1128,0,0,0,0,440,1040,1214,9,0,2430,480,32
"2015-02-05 00:00:00",21003,9358,2249,5048,211,4568,4623,398,3215,1158,656,278,413,90,0,3979,478,0,84,426,9160,0,704,1306,0,990,0,129,1359,80,0,6808,77,0,0,0,3125,52,1880,4412,0,0,0,0,0,680,1160,11,0,0,16,68
"2015-02-06 00:00:00",22925,5482,5273,5026,250,5564,6681,608,4752,896,840,180,686,120,0,1488,1030,0,116,374,7615,0,768,1322,0,1391,0,360,4140,120,0,5848,154,0,0,0,1920,102,664,879,0,0,0,0,200,440,534,3,0,0,768,176
"2015-02-07 00:00:00",15598,6724,5991,7268,443,5007,7146,753,5086,900,440,308,444,62,0,1054,0,0,108,0,5236,0,64,1203,0,1156,0,40,4411,0,0,5888,0,0,0,0,1260,172,540,3293,0,1536,1536,0,880,600,1796,20,0,0,1040,10
"2015-02-08 00:00:00",13765,18849,4221,11554,173,4041,7184,558,4248,270,0,140,1183,28,0,0,1,0,28,264,2425,242,0,1012,0,999,0,232,3573,0,0,3016,0,0,0,0,2085,0,900,4116,0,768,768,0,640,0,4102,0,0,0,192,21
"2015-02-09 00:00:00",12068,5099,1982,10341,242,2252,8359,276,3962,480,264,80,1082,14,0,1038,112,0,80,256,1684,0,384,1906,0,1023,0,116,1364,360,0,816,0,0,0,0,1755,108,324,3524,0,0,0,0,0,0,7071,0,0,2430,672,8
"2015-02-10 00:00:00",18202,6600,868,16061,1044,2750,8079,472,1464,0,258,301,1960,32,0,518,344,0,104,285,3791,242,256,1317,0,889,0,180,4049,580,0,128,0,0,0,0,320,156,342,1367,0,1024,1024,0,0,48,421,239,0,1890,1344,11
"2015-02-11 00:00:00",4193,1458,880,1738,206,867,4731,468,1622,0,360,182,378,12,0,520,0,0,0,49,917,88,384,2184,0,774,0,60,424,0,0,1640,0,0,0,0,440,20,150,0,0,0,0,0,240,0,12,6,0,1620,320,0
"2015-02-12 00:00:00",11381,5201,4336,4210,893,2596,8600,1202,3412,0,720,364,1551,26,0,523,0,0,94,0,3715,0,960,2670,0,2016,0,96,243,60,0,7952,0,0,0,0,2375,48,1330,960,0,0,0,0,1040,0,69,6,0,3510,928,0
"2015-02-13 00:00:00",13745,3280,3380,3411,658,782,14281,806,2358,300,440,303,1838,0,0,3824,24,0,90,2,5410,0,2688,1782,0,2406,0,0,3277,40,0,10424,0,0,0,0,3675,0,2486,1008,0,0,0,0,1480,0,75,66,0,2700,1024,0
"2015-02-14 00:00:00",24075,6802,5079,4376,474,2196,11005,1759,3305,536,560,804,3587,0,0,688,0,0,92,2,4118,0,0,2396,0,2635,0,100,2251,0,0,5712,0,0,0,0,4395,24,569,112,0,0,0,0,1800,0,98,0,0,810,2112,0
"2015-02-15 00:00:00",23499,3528,6092,6743,117,1656,16601,780,3233,415,0,234,1955,0,0,240,0,0,24,0,2733,0,0,2058,0,2438,0,132,3942,0,0,10880,0,0,0,0,4020,942,400,1088,0,768,768,0,480,0,198,0,0,0,1728,0
"2015-02-16 00:00:00",22499,4997,5582,10452,276,1592,13989,304,3485,249,1580,235,518,20,0,1090,16,0,72,120,4688,0,1216,1764,0,2222,0,0,3759,280,0,10608,0,0,0,0,3770,236,904,256,0,0,0,0,960,0,133,0,0,2160,1882,11
"2015-02-17 00:00:00",17469,4684,4144,8911,881,2664,14299,111,4441,32,780,1059,2693,12,0,2046,406,0,44,394,2716,748,320,2590,0,1140,0,0,4074,680,40,3576,0,0,0,0,2200,436,992,0,0,0,0,0,1120,440,635,136,0,3510,3440,0
"2015-02-18 00:00:00",17143,3725,3507,7491,733,1432,13907,672,4203,8,1280,552,2189,14,1,886,423,0,54,74,1623,0,2112,4628,0,870,0,108,2595,70,0,8160,0,0,0,0,4210,80,1040,200,0,0,0,0,1880,120,178,105,0,3780,1530,0
"2015-02-19 00:00:00",14983,4673,4589,8005,459,1322,8881,959,3551,13,1280,230,1942,36,1,2358,561,0,86,135,1295,0,1792,2929,0,1243,0,0,4377,230,10,5712,0,0,0,0,3165,0,944,472,0,0,0,0,2400,280,509,304,0,0,2160,0
"2015-02-20 00:00:00",12442,5570,5852,4935,210,1074,13026,532,3929,169,1790,40,2609,0,1,2794,271,0,12,408,2296,0,640,4506,0,1422,0,572,2745,422,0,4624,0,0,0,0,2550,12,984,496,41,0,0,0,2400,0,90,357,0,0,2140,0
"2015-02-21 00:00:00",18007,7948,4732,4067,636,750,9838,591,4799,58,1056,559,1192,0,0,1772,474,0,80,134,3158,0,4864,2782,512,1775,0,868,3100,40,0,12608,0,0,0,0,4135,528,832,256,74,0,0,0,2760,880,984,1428,0,0,1664,0
"2015-02-22 00:00:00",11068,4449,3324,4167,266,760,12888,664,5440,171,1784,314,462,0,0,5676,232,0,36,18,1673,0,0,3774,0,1624,0,784,7748,1690,0,9552,0,0,0,0,4340,84,0,512,0,0,0,0,2400,120,160,232,0,0,1344,0
"2015-02-23 00:00:00",25616,4387,4142,3032,376,1046,10752,1348,5319,171,80,190,2440,0,0,2045,496,0,76,6,3515,0,0,2416,0,1667,0,660,1457,350,0,8976,0,0,0,0,3985,0,672,3600,0,0,0,0,2640,680,732,165,0,0,3026,0
"2015-02-24 00:00:00",19542,3938,5413,2865,521,1026,9400,2133,4028,111,36,389,2230,0,0,3165,586,0,68,276,4001,0,3136,2213,0,1183,0,440,2127,1470,11,6528,0,0,0,0,4015,0,1672,544,0,0,0,0,2400,500,584,508,0,0,2212,0
"2015-02-25 00:00:00",15396,7848,3167,3759,243,1032,11505,1348,3389,150,44,436,940,0,0,940,76,0,36,196,2367,0,3840,5437,0,1131,0,0,4477,9590,80,2192,0,0,0,0,3025,124,64,2720,0,0,0,0,2400,280,322,118,0,0,2116,0
"2015-02-26 00:00:00",23752,2967,3489,3431,495,455,12377,469,3841,156,0,1347,1188,0,0,2478,68,0,52,90,1719,0,7552,2552,512,1284,0,0,2742,2282,70,6288,0,0,0,0,1545,480,0,40,0,0,0,0,2760,440,518,38,0,0,1734,0
"2015-02-27 00:00:00",26237,3902,3310,3811,318,688,12679,297,2169,190,0,1644,453,0,0,1720,341,0,104,0,831,0,5376,1999,0,844,0,120,3025,776,1,5200,0,0,0,0,1760,0,144,784,0,0,0,0,2520,600,706,8,0,0,2056,0
"2015-02-28 00:00:00",21529,12123,2627,3286,648,998,8565,893,1282,20,0,1420,389,20,0,80,23,0,216,372,981,0,1792,2416,0,1129,0,0,2999,256,20,4672,26,0,0,0,4341,250,224,1832,0,0,0,0,2400,340,428,4,0,0,1402,0
"2015-03-01 00:00:00",24170,3509,3227,3319,891,3386,8567,555,3350,120,290,860,560,0,0,618,202,0,604,73,1491,0,3072,1920,0,1093,0,0,2209,160,170,1120,148,0,0,0,3790,450,132,424,6,0,0,0,2160,680,716,282,0,0,1298,0
"2015-03-02 00:00:00",8289,1482,1253,1014,236,149,4002,108,1213,30,204,154,120,20,0,236,206,0,296,6,142,0,2816,1537,0,201,0,0,0,0,0,2432,24,0,0,0,2015,0,0,808,27,0,0,0,1560,0,24,16,0,0,0,0
"2015-03-03 00:00:00",13736,1184,1925,727,256,1621,8265,370,2856,0,0,1250,342,0,0,2350,3,0,144,0,872,0,7808,2410,0,84,0,84,17825,0,20,6280,0,0,0,0,6050,0,300,3936,6,0,0,0,2640,120,164,0,0,0,0,4
"2015-03-04 00:00:00",18046,4576,2442,2695,568,1698,6607,160,2483,460,112,2059,668,0,0,1964,19,0,540,1,1994,1224,8704,3156,0,708,444,36,4024,160,170,2640,36,0,0,0,5095,0,1232,1840,0,1920,1920,0,2280,276,314,270,0,3150,432,1
"2015-03-05 00:00:00",17300,3196,3542,1650,478,809,7063,580,1019,6096,1624,930,552,0,0,257,29,0,0,0,1844,552,1792,2608,0,242,0,0,5233,1042,0,304,12,0,0,0,2788,0,576,2296,0,2432,2432,64,1800,420,458,562,0,3325,0,0
"2015-03-06 00:00:00",16927,428,1288,2407,481,542,1043,74,0,0,500,616,634,0,0,508,117,0,368,342,1843,0,14400,0,0,40,0,0,25395,2,0,152,0,0,0,0,7430,0,0,2472,0,512,512,0,1930,360,446,0,0,0,0,0
"2015-03-07 00:00:00",24998,6514,4274,4660,378,1816,4495,379,186,1080,260,2543,262,0,0,148,305,0,116,596,2263,0,11776,2957,0,220,0,12,6063,80,160,192,12,0,0,0,4915,0,0,520,0,0,0,0,2000,0,39,155,0,0,0,0
"2015-03-08 00:00:00",28501,3208,4996,4554,795,1406,4728,621,56,3770,30,654,728,0,15,261,651,0,1296,3972,1740,168,3584,1156,0,232,0,96,3076,240,40,368,6,0,0,0,3960,0,0,1928,0,0,0,64,2100,1060,1103,202,0,0,0,0
"2015-03-09 00:00:00",17420,5993,2599,2365,274,776,3227,572,114,209,0,0,936,0,0,128,283,0,720,1126,1655,240,0,342,0,27,0,0,26461,80,0,64,18,0,0,0,3385,0,144,1216,0,0,0,0,1800,140,164,372,0,1225,0,0
"2015-03-10 00:00:00",15510,1806,3194,4570,373,1572,8820,458,234,209,320,408,774,0,15,684,2241,0,120,6564,3199,66,0,4490,0,449,0,144,5920,320,16,88,1148,0,0,0,5970,0,0,5899,0,72,72,0,1480,8,209,152,0,350,0,0
"2015-03-11 00:00:00",9324,1715,438,590,904,348,694,122,120,708,215,1038,577,0,0,306,160,0,472,877,1150,132,0,1542,0,20,0,0,15670,0,0,96,2038,0,0,0,60,0,0,1320,0,320,320,0,0,8,35,4,0,0,0,0
"2015-03-12 00:00:00",32565,4314,3149,2619,471,184,2024,225,180,1300,1440,2192,169,0,2,342,432,0,596,989,5126,10,0,86,0,6,0,120,16679,0,110,280,1040,0,0,0,1725,0,0,2512,0,256,256,0,0,424,478,323,0,0,0,0
"2015-03-13 00:00:00",27044,3239,7280,3408,736,358,6789,1180,124,432,865,1561,233,0,0,296,1822,0,44,798,6720,86,0,2052,0,437,256,44,1144,0,910,104,770,0,0,0,3826,0,0,3520,0,64,64,0,0,480,633,1481,0,0,0,0
"2015-03-14 00:00:00",15160,5718,5896,1816,452,42,5889,708,0,72,720,2210,1123,0,0,50,3419,0,28,448,5845,0,14592,513,0,291,0,18,3969,0,426,0,140,0,0,0,2798,0,0,3989,0,0,0,0,0,0,28,7,0,2625,0,0
"2015-03-15 00:00:00",20379,6633,1115,1204,635,240,2051,46,48,120,70,842,951,0,30,192,497,0,40,20,2206,0,10240,0,0,68,0,77,20730,0,20,160,282,0,0,0,1030,0,0,1294,0,128,128,0,0,16,32,84,0,1225,0,0
"2015-03-16 00:00:00",33347,2029,3467,2800,809,329,3940,472,236,1014,60,1872,26,0,0,245,1734,0,60,2313,3461,0,1280,4539,0,287,0,137,0,1,200,288,648,0,0,0,6145,464,0,0,0,640,640,0,0,184,189,232,0,0,162,0
"2015-03-17 00:00:00",22890,5341,6988,3535,477,225,7258,279,1134,0,0,480,24,0,0,295,4224,0,364,419,2339,0,14848,855,0,265,0,15,6700,84,0,0,96,0,0,0,1601,0,0,2299,0,0,0,0,0,840,840,135,0,2450,729,0
"2015-03-18 00:00:00",33274,6847,2462,3003,604,268,4139,795,2768,80,0,574,7,0,6,409,518,0,0,363,2104,110,1536,1115,512,111,0,98,8764,420,0,0,288,0,0,0,2864,108,0,1556,0,672,672,0,0,16,118,406,0,1225,96,0
"2015-03-19 00:00:00",22530,33793,1049,4695,570,136,2871,554,80,773,0,732,134,0,5,86,609,0,36,384,10441,374,0,1539,0,930,0,60,24,280,180,160,0,0,0,0,5708,660,0,96,0,2208,2208,0,0,128,216,924,0,1400,648,4
"2015-03-20 00:00:00",16507,7802,1323,3092,627,132,4119,344,0,114,0,1158,1326,0,0,292,1950,0,56,248,4536,0,0,1197,0,345,0,12,6425,80,312,0,1344,0,0,0,1455,48,2015,240,0,0,0,0,0,140,147,0,0,2800,486,0
"2015-03-21 00:00:00",49974,2456,2982,1091,222,404,984,0,24,0,0,27,237,0,2,260,9043,0,48,48,1203,171,4352,513,0,6,0,10,8716,80,0,0,0,0,0,0,1440,0,480,2928,0,0,0,0,0,520,524,48,0,2625,0,0
"2015-03-22 00:00:00",46667,4618,910,10672,245,32,1448,202,42,0,0,312,54,0,31,342,1219,0,0,3518,756,0,0,0,0,85,0,43,23546,620,0,0,0,0,0,0,3180,76,0,272,0,0,0,0,0,100,240,46,0,0,0,0
"2015-03-23 00:00:00",19215,6083,1709,34489,297,904,458,314,0,0,0,29,89,0,0,238,397,0,1300,458,1193,0,0,0,0,47,0,84,17789,80,0,0,0,0,0,0,2105,96,0,256,0,960,960,0,0,0,99,276,0,0,672,0
"2015-03-24 00:00:00",23252,8836,2852,1755,366,712,1519,1136,0,1578,1200,804,56,0,0,59,1194,0,64,472,1020,1442,0,1197,256,464,0,40,15877,0,0,80,0,0,0,0,910,200,0,960,0,1664,1664,0,0,288,356,268,0,0,192,0
"2015-03-25 00:00:00",15948,6463,1582,2536,767,3872,1416,966,116,3570,920,30,46,0,0,42,397,0,1344,318,645,562,0,2710,0,646,0,3,23108,0,870,72,0,0,0,0,1105,480,0,3648,0,2688,2688,0,0,60,199,576,0,0,648,0
"2015-03-26 00:00:00",24001,3078,1387,3276,207,649,4141,78,172,186,1680,60,97,0,0,144,6312,0,260,176,1443,0,256,1368,0,281,0,73,17330,480,366,0,0,0,0,0,1,0,0,1062,0,1152,1152,0,0,0,4,32,0,0,162,0
"2015-03-27 00:00:00",11212,5042,1706,1916,1168,1177,1356,114,12,306,840,553,176,0,0,164,3102,0,160,406,1291,0,8256,0,0,6,0,0,40461,200,0,0,400,0,0,0,210,84,0,1963,0,0,0,0,40,20,146,153,0,0,192,1
"2015-03-28 00:00:00",16993,6692,7837,1737,435,1028,2146,290,0,0,0,1000,362,0,0,327,2083,0,0,842,4045,0,12920,2254,0,426,0,603,3080,240,80,80,1400,0,0,0,3248,292,0,3584,0,0,0,0,840,820,1299,1046,0,0,864,0
"2015-03-29 00:00:00",59087,1758,3065,251,948,1002,422,127,0,0,0,80,183,0,20,278,14,0,68,326,1150,0,2400,0,0,386,0,120,2590,80,90,56,0,0,0,0,940,32,0,0,0,0,0,0,680,0,30,148,0,0,0,0
"2015-03-30 00:00:00",27755,5395,1973,4351,6,278,1848,632,224,231,20,72,184,0,0,20,85,0,0,88,503,0,0,342,0,601,0,0,35223,0,44,0,0,0,0,0,2615,328,0,14,0,0,0,0,0,0,190,192,0,0,486,0
